scissors
120
####
411.1767,110.8951,119.4016
411.166,110.8833,119.3474
411.157,110.8644,119.3882
411.157,110.8504,119.4163
411.1652,110.8404,119.4336
411.1503,110.8995,119.4203
411.1417,110.872,119.4473
411.1443,110.8508,119.4411
411.1487,110.8418,119.429
411.1703,110.9016,119.4234
411.1624,110.8619,119.4414
411.1628,110.8464,119.4203
411.165,110.8472,119.4032
411.1911,110.901,119.4208
411.183,110.8613,119.4275
411.1802,110.8522,119.4039
411.1806,110.8565,119.3872
411.2098,110.8963,119.4166
411.2,110.866,119.4233
411.1924,110.8606,119.4079
411.1889,110.8648,119.393
####
411.1768,110.8951,119.4018
411.1663,110.8829,119.3476
411.1572,110.8639,119.3884
411.1569,110.85,119.4165
411.1646,110.8401,119.434
411.1504,110.8993,119.4205
411.1417,110.872,119.4476
411.1444,110.8506,119.442
411.1489,110.8413,119.4302
411.1703,110.9016,119.4236
411.1627,110.862,119.442
411.1632,110.8459,119.4214
411.1654,110.8461,119.4043
411.1912,110.9012,119.421
411.1833,110.8615,119.428
411.1807,110.8519,119.4045
411.1809,110.8558,119.3878
411.2099,110.8966,119.4169
411.2003,110.8663,119.4237
411.1928,110.8605,119.4084
411.1892,110.8644,119.3935
####
411.1767,110.895,119.4022
411.1663,110.8825,119.3481
411.1573,110.8636,119.389
411.157,110.8498,119.4172
411.1648,110.8401,119.4347
411.1503,110.8993,119.4208
411.1418,110.8723,119.4483
411.1444,110.8508,119.4432
411.1488,110.8411,119.4317
411.1703,110.9017,119.4239
411.1627,110.8626,119.4434
411.163,110.8455,119.4237
411.1651,110.8447,119.4066
411.1911,110.9013,119.4213
411.1833,110.8616,119.4284
411.1807,110.8517,119.405
411.1809,110.8553,119.3882
411.2098,110.8968,119.4173
411.2003,110.8664,119.4242
411.1928,110.8605,119.409
411.1891,110.8641,119.394
####
411.1767,110.8952,119.4023
411.1662,110.8822,119.3484
411.1574,110.8637,119.3894
411.1574,110.8501,119.4177
411.1653,110.8406,119.4353
411.1502,110.8997,119.4209
411.1419,110.8735,119.4492
411.1443,110.8519,119.4447
411.1486,110.8418,119.4334
411.1702,110.9021,119.424
411.1626,110.8637,119.4447
411.1628,110.8458,119.4257
411.1647,110.8442,119.4088
411.191,110.9017,119.4214
411.1832,110.862,119.4286
411.1806,110.8519,119.4054
411.1808,110.8553,119.3885
411.2097,110.8971,119.4174
411.2002,110.8668,119.4245
411.1927,110.8607,119.4093
411.189,110.8641,119.3943
####
411.1767,110.8955,119.4023
411.1662,110.8821,119.3484
411.1575,110.8639,119.3896
411.1578,110.8506,119.418
411.1658,110.8411,119.4356
411.1503,110.9002,119.4208
411.1421,110.8748,119.4498
411.1443,110.8531,119.4459
411.1483,110.8428,119.4348
411.1703,110.9025,119.4239
411.1625,110.8651,119.446
411.1624,110.8464,119.4279
411.1642,110.844,119.411
411.191,110.9021,119.4213
411.1831,110.8624,119.4287
411.1805,110.8522,119.4055
411.1807,110.8555,119.3886
411.2098,110.8974,119.4173
411.2001,110.8672,119.4245
411.1925,110.861,119.4093
411.1888,110.8643,119.3943
####
411.1766,110.8955,119.4021
411.1662,110.8821,119.3482
411.1575,110.8641,119.3895
411.158,110.8507,119.4179
411.1659,110.8413,119.4355
411.1502,110.9003,119.4206
411.1418,110.8757,119.45
411.1435,110.8543,119.4473
411.1471,110.8438,119.4372
411.1702,110.9026,119.4237
411.1623,110.866,119.4466
411.1619,110.8468,119.4299
411.1636,110.8436,119.4135
411.1909,110.9021,119.4211
411.183,110.8625,119.4287
411.1804,110.8522,119.4056
411.1806,110.8553,119.3887
411.2097,110.8974,119.4172
411.2,110.8672,119.4244
411.1924,110.861,119.4093
411.1888,110.8642,119.3942
####
411.1765,110.8956,119.4019
411.1662,110.8821,119.348
411.1575,110.8642,119.3894
411.1581,110.8509,119.4178
411.166,110.8415,119.4354
411.1501,110.9004,119.4203
411.1414,110.8765,119.4502
411.1427,110.8555,119.4486
411.1459,110.8447,119.4397
411.1701,110.9026,119.4235
411.162,110.8669,119.4473
411.1614,110.8472,119.4318
411.1629,110.8432,119.4159
411.1909,110.9021,119.4209
411.1829,110.8626,119.4287
411.1802,110.8521,119.4056
411.1805,110.8552,119.3887
411.2096,110.8974,119.417
411.1998,110.8673,119.4244
411.1924,110.861,119.4093
