index_2_circles
120
####
411.1251,110.8625,119.3504
411.1087,110.8326,119.3057
411.0908,110.8493,119.3442
411.0875,110.8541,119.3749
411.0934,110.851,119.3952
411.1037,110.8845,119.3608
411.0877,110.8596,119.3866
411.0873,110.8429,119.3721
411.0908,110.8388,119.3575
411.1228,110.8799,119.3659
411.0984,110.8514,119.3891
411.0981,110.8338,119.3699
411.1035,110.8308,119.354
411.1412,110.8703,119.3671
411.1168,110.8451,119.388
411.1145,110.8288,119.3687
411.1194,110.8261,119.3525
411.156,110.8576,119.3685
411.1335,110.8416,119.3854
411.1297,110.8302,119.3721
411.1335,110.8266,119.3573
####
411.1248,110.8636,119.3502
411.1088,110.8314,119.3071
411.0924,110.8487,119.3461
411.0908,110.8537,119.3768
411.0977,110.8507,119.3968
411.1033,110.886,119.3595
411.0878,110.8607,119.3853
411.0872,110.844,119.3709
411.0905,110.8396,119.3562
411.1224,110.8818,119.3649
411.0982,110.8537,119.3888
411.0981,110.8353,119.3705
411.1038,110.8316,119.3547
411.1409,110.8724,119.3666
411.1166,110.8475,119.388
411.1146,110.8305,119.3693
411.1196,110.8271,119.3533
411.1558,110.8599,119.3686
411.1333,110.8442,119.3857
411.1297,110.8323,119.3729
411.1337,110.828,119.3582
####
411.1247,110.864,119.3501
411.1086,110.8315,119.3072
411.0916,110.8495,119.3454
411.0884,110.8557,119.3757
411.0927,110.855,119.3962
411.1031,110.8864,119.3592
411.0869,110.8634,119.3864
411.0866,110.8454,119.3738
411.0904,110.84,119.3597
411.1222,110.8823,119.3646
411.0979,110.8549,119.3891
411.0978,110.836,119.3713
411.1035,110.832,119.3556
411.1407,110.8729,119.3664
411.1164,110.8484,119.3883
411.1143,110.8312,119.3698
411.1193,110.8277,119.3538
411.1556,110.8604,119.3685
411.1332,110.845,119.386
411.1295,110.8331,119.3732
411.1334,110.8288,119.3585
####
411.1247,110.8645,119.3499
411.1086,110.8314,119.3075
411.0906,110.8505,119.3447
411.0859,110.8583,119.3742
411.0883,110.8594,119.3947
411.1031,110.887,119.3588
411.0868,110.8667,119.3874
411.0862,110.8479,119.3767
411.0898,110.8413,119.3632
411.1223,110.883,119.3641
411.098,110.8559,119.3891
411.0982,110.8366,119.3717
411.1041,110.8324,119.3562
411.1408,110.8737,119.366
411.1167,110.8495,119.3883
411.1145,110.832,119.3702
411.1194,110.8283,119.3542
411.1557,110.8612,119.3682
411.1334,110.8461,119.3861
411.1297,110.834,119.3735
411.1338,110.8296,119.3589
####
411.1247,110.8647,119.3498
411.1085,110.8313,119.3077
411.0901,110.8506,119.3447
411.0845,110.859,119.3737
411.0861,110.8608,119.3943
411.1031,110.8873,119.3586
411.0866,110.8722,119.3883
411.0853,110.8529,119.3801
411.0887,110.845,119.3677
411.1223,110.8833,119.3639
411.0981,110.8563,119.389
411.0985,110.8369,119.3719
411.1044,110.8325,119.3564
411.1408,110.874,119.3658
411.1168,110.8499,119.3883
411.1147,110.8323,119.3702
411.1196,110.8287,119.3543
411.1558,110.8616,119.3681
411.1335,110.8465,119.3861
411.1299,110.8344,119.3735
411.134,110.83,119.3589
####
411.1246,110.8649,119.3497
411.1084,110.8314,119.3077
411.0898,110.8503,119.3447
411.0834,110.859,119.3735
411.0843,110.8611,119.3941
411.1031,110.8875,119.3585
411.0867,110.8767,119.3885
411.0843,110.8583,119.3834
411.0869,110.8494,119.3728
411.1222,110.8835,119.3638
411.098,110.8567,119.389
411.0985,110.8371,119.372
411.1046,110.8328,119.3565
411.1408,110.8743,119.3657
411.1168,110.8502,119.3883
411.1147,110.8326,119.3702
411.1197,110.829,119.3542
411.1557,110.8618,119.368
411.1335,110.8469,119.3861
411.1299,110.8347,119.3736
411.1341,110.8304,119.359
####
411.1245,110.8651,119.3496
411.1084,110.8315,119.3077
411.0896,110.85,119.3448
411.0823,110.8588,119.3733
411.0826,110.8612,119.3939
411.1029,110.8876,119.3584
411.0869,110.881,119.3886
411.0834,110.8638,119.3866
411.0851,110.854,119.3779
411.1221,110.8837,119.3637
411.0979,110.857,119.389
411.0985,110.8373,119.372
411.1046,110.833,119.3566
411.1407,110.8745,119.3656
411.1167,110.8504,119.3883
411.1147,110.8329,119.3701
411.1198,110.8294,119.3542
411.1556,110.8621,119.3679
411.1335,110.8473,119.3861
411.1299,110.835,119.3736
411.1342,110.8307,119.359
####
411.1244,110.8653,119.3495
411.1084,110.8315,119.3076
411.0893,110.8496,119.3448
411.0812,110.8586,119.3731
411.0809,110.8613,119.3937
411.1027,110.8878,119.3582
411.087,110.8851,119.3886
411.0825,110.8693,119.3897
411.0833,110.8588,119.383
411.1219,110.8839,119.3635
411.0977,110.8573,119.389
411.0985,110.8376,119.3721
411.1047,110.8333,119.3567
411.1405,110.8748,119.3655
411.1166,110.8507,119.3882
411.1147,110.8332,119.3701
411.1198,110.8297,119.3542
411.1555,110.8625,119.3678
411.1334,110.8477,119.3861
411.1299,110.8354,119.3736
411.1342,110.8311,119.3591
####
411.1241,110.8655,119.3494
411.1084,110.8315,119.3075
411.089,110.8491,119.3448
411.0801,110.8582,119.3729
411.0791,110.8611,119.3935
411.1023,110.8878,119.358
411.087,110.889,119.3887
411.0815,110.8746,119.3928
411.0814,110.8635,119.3883
411.1214,110.8842,119.3634
411.0974,110.8575,119.389
411.0984,110.8377,119.3722
411.1047,110.8335,119.3568
411.1401,110.8752,119.3653
411.1164,110.851,119.3882
411.1147,110.8334,119.37
411.1199,110.8301,119.3541
411.1552,110.863,119.3677
411.1332,110.8481,119.3861
411.1299,110.8357,119.3736
411.1343,110.8315,119.3591
####
411.1236,110.8656,119.3494
411.1085,110.8316,119.3073
411.089,110.8484,119.3449
411.0799,110.8573,119.3729
411.0783,110.8604,119.3935
411.1014,110.8874,119.3581
411.0865,110.8913,119.389
411.0805,110.8792,119.3956
411.0794,110.8697,119.3939
411.1206,110.8841,119.3634
411.097,110.857,119.3889
411.0984,110.8373,119.372
411.1048,110.8334,119.3567
411.1394,110.8754,119.3654
411.1161,110.8508,119.3881
411.1147,110.8333,119.3698
411.1201,110.8301,119.3539
411.1547,110.8634,119.3677
411.133,110.8481,119.386
411.1299,110.8358,119.3735
411.1344,110.8317,119.3589
####
411.1231,110.8656,119.3493
411.1086,110.8316,119.3071
411.0891,110.8477,119.3449
411.0797,110.8563,119.373
411.0775,110.8595,119.3936
411.1005,110.887,119.3581
411.086,110.8936,119.3893
411.0795,110.8838,119.3983
411.0775,110.8759,119.3995
411.1198,110.8839,119.3635
411.0966,110.8564,119.3889
411.0983,110.8369,119.3719
411.1048,110.8332,119.3565
411.1387,110.8756,119.3654
411.1158,110.8505,119.388
411.1147,110.8331,119.3697
411.1202,110.8302,119.3537
411.1542,110.8639,119.3677
411.1328,110.8481,119.3859
411.1299,110.8358,119.3733
411.1345,110.832,119.3587
####
411.1225,110.8652,119.3493
411.1089,110.8315,119.3066
411.0896,110.8464,119.345
411.0803,110.8543,119.3733
411.0781,110.8573,119.394
411.0994,110.8858,119.3584
411.0853,110.8939,119.3901
411.0786,110.8869,119.4013
411.0759,110.8808,119.4051
411.1187,110.8833,119.3637
411.0966,110.8549,119.3889
411.0986,110.8357,119.3715
411.105,110.8324,119.356
411.1378,110.8755,119.3654
411.1159,110.8496,119.3879
411.1151,110.8324,119.3694
411.1205,110.8298,119.3534
411.1537,110.8643,119.3675
411.1328,110.8478,119.3857
411.1302,110.8355,119.373
411.1348,110.832,119.3584
####
411.1218,110.8644,119.3492
411.1093,110.831,119.3061
411.0905,110.8443,119.3451
411.0818,110.8513,119.3738
411.08,110.8538,119.3946
411.0981,110.8838,119.3589
411.0845,110.8928,119.3912
